,businessLicenseNumber,businessPerson,certStr,epsAddress,epsName,epsProductAddress,isimport,legalPerson,processid,productSn,qfManagerName,qualityPerson,rcManagerDepartName,rcManagerUser,xkDate,xkDateStr,xkName,xkType
50,91440605MAA4KAMPXM,卢军,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市南海区里水镇和桂工业园社区商业大道15号1栋四楼（住所申报）,佛山市悦瓴化妆品有限公司,佛山市南海区里水镇和桂工业园社区商业大道15号1栋四楼（住所申报）,Y,卢军,,粤妆20220106,广东省药品监督管理局,王洋,/,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,201
51,914419007238135742,卢添富,一般液态单元（护肤水类）,广东省东莞市黄江镇盛业路45号,东莞椿田医用包装材料有限公司,东莞市黄江镇盛业路45号,Y,卢添富,,粤妆20220105,广东省药品监督管理局,张浩,东莞市市场监督管理局,李海燕、黄发德、钟进先,2027-03-23,2022-03-24,苏盛锋,201
52,91440101MA9Y1H8QXD,吴玉琴,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区嘉禾街长红双和工业园一路7号501房,广州铂之悦生物科技有限公司,广州市白云区嘉禾街长红双和工业园一路7号A3栋201房、501房,Y,吴玉琴,,粤妆20220104,广东省药品监督管理局,王明然,/,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,201
53,91440607MA56WM8L93,刘积佳,一般液态单元（护发清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护肤水类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、啫喱类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；膏霜乳液单元（护肤清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护发类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）,佛山市三水区乐平镇创新大道东18号4座4楼（住所申报）,广东彤美生物科技有限公司,佛山市三水区乐平镇创新大道东18号4座4楼（住所申报）,Y,刘积佳,,粤妆20220015,广东省药品监督管理局,张志峰,/,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,206
54,91445321MA53L0660N,刘岚,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,新兴县新城镇万洋大道1号一期002地块7幢,广东益孝堂医药科技有限公司,新兴县新城镇万洋大道1号一期002地块7幢第二层至第四层,Y,刘岚,,粤妆20210101,广东省药品监督管理局,张兴贵,新兴县市场监督管理局,张新德、羊秋秋,2026-04-07,2022-03-24,苏盛锋,206
55,9144011133146546X4,许进,一般液态单元（护发清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护肤水类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、啫喱类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；膏霜乳液单元（护肤清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护发类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；粉单元（散粉类、块状粉类、浴盐类）；蜡基单元（蜡基类）,广州市白云区均禾街大布路161号B栋5楼,广州美子生物科技有限公司,广州市白云区均禾街大布路161号B栋4、5楼,Y,周利才,,粤妆20190125,广东省药品监督管理局,李海,白云区局均禾市场监督管理所,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,206
56,91440101MA5C4C2Q73,陈松河,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区人和镇大巷工业区顺景路3号,广州市慧心莲精细化工有限公司,广州市白云区人和镇大巷工业区顺景路3号A栋，B栋一、二层,Y,陈松河,,粤妆20180217,广东省药品监督管理局,温文,白云区局人和食品药品监督管理所,日常监管机构指定,2023-10-21,2022-03-24,苏盛锋,206
57,91440101MA59H1368N,郑洪涛,一般液态单元（护发清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护肤水类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、啫喱类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；膏霜乳液单元（护肤清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护发类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）,广州市白云区人和镇西成村西成工业区同富路7号,广州市瑞芬化妆品有限公司,广州市白云区人和镇西成村西成工业区同富路7号,Y,郑洪涛,,粤妆20170433,广东省药品监督管理局,欧阳斌,白云区局人和食品药品监督管理所,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,206
58,914401117397080664,郑荣海,一般液态单元（护发清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护肤水类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、啫喱类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；膏霜乳液单元（护肤清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护发类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）,广州市白云区鹤龙七路319号B栋2-3楼（可作厂房使用）,广州联颖化妆品有限公司,广州市白云区鹤龙七路319号B栋2-3楼,Y,郑荣海,,粤妆20160594,广东省药品监督管理局,刘艳琼,白云区局人和食品药品监督管理所,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,206
59,91440111340225337Y,周金桃,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区江高镇神山管理区雄郭东路223号,广州栋星生物科技有限公司,广州市白云区江高镇神山管理区雄郭东路223号,Y,唐新明,,粤妆20160561,广东省药品监督管理局,张双双,白云区局江高食品药品监督管理所,日常监管机构指定,2026-05-24,2022-03-24,苏盛锋,206
60,91440114677781873G,林广资,一般液态单元（护发清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护肤水类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、啫喱类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；膏霜乳液单元（护肤清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护发类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）,广州市花都区新华街新华工业区瑞香路29号尊爱工业城（可作厂房使用）,广州市尊爱日用化妆品有限公司,广州市花都区新华街新华工业区瑞香路29号尊爱工业城A栋、D栋3楼,Y,林伟坚,,粤妆20160517,广东省药品监督管理局,杨丽华,花都区局秀全市场监管所,日常监管机构指定,2027-03-23,2022-03-24,苏盛锋,206
61,913205097890721907,刘清伟,一般液态单元；膏霜乳液单元,苏州市吴江区黎里镇黎里国青路688号,苏州珈华生化有限公司,苏州市吴江区黎里镇黎里国青路688号,N,殷作建,20220318143212206wk88k,苏妆20160078,江苏省药品监督管理局,陶善华,江苏省药品监督管理局（苏州分局）,江苏省药品监督管理局（苏州分局）负责日常监管的人员,2026-07-14,2022-03-24,钱玲,206
62,91440514MA58CND20G,吴宝香,一般液态单元（护发清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护肤水类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、啫喱类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；膏霜乳液单元（护肤清洁类#(具备儿童护肤类、眼部护肤类化妆品生产条件)、护发类#(具备儿童护肤类、眼部护肤类化妆品生产条件)）；粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,汕头市潮南区峡山街道练南村必佳工业园,汕头市自然爱化妆品有限公司,汕头市潮南区峡山街道练南村必佳工业园2栋7楼,Y,吴宝香,,粤妆20220103,广东省药品监督管理局,陈凯华,汕头市潮南区市场监督管理局,日常监管机构指定,2027-03-22,2022-03-23,苏盛锋,201
63,91442000MA517GN80B,殷贵霞,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,中山市坦洲镇金鹰路8号A3栋三楼302房,中山诺兰贝尔生物科技有限公司,中山市坦洲镇金鹰路8号A3栋三楼302房,Y,殷贵霞,,粤妆20180177,广东省药品监督管理局,刘丽君,/,日常监管机构指定,2023-08-06,2022-03-23,苏盛锋,206
64,91440101MA59KD4G5K,朱思文,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区均禾街罗岗村新高增地段厂房A号,广州尚誓化妆品有限公司,广州市白云区均禾街罗岗村新高增地段厂房A号三楼、四楼、五楼,Y,聂良勇,,粤妆20170426,广东省药品监督管理局,何娟娜,白云区局均禾市场监管所,日常监管机构指定,2027-06-25,2022-03-23,苏盛锋,206
65,91320682MA1Y75TX6W,,一般液态单元 # （具备儿童护肤类、眼部护肤类化妆品生产条件）；膏霜乳液单元 # （具备儿童护肤类、眼部护肤类化妆品生产条件）,如皋市城南街道新源北路8号,江苏更美科技有限公司,如皋市城南街道新源北路8号1#2#楼,N,刘佳沛,202203091156112064ezx1,苏妆20190029,南通市食品药品监督管理局,邹新荣,江苏省药品监督管理局南通检查分局,江苏省药品监督管理局南通检查分局负责日常监管的人员,2024-11-03,2022-03-23,南通市场局行政服务处,206
66,91632100595041900R,张保库,一般液态单元；膏霜乳液单元,青海省海东工业园区平西经济区高铁南路1号M1栋,青海全益药业有限公司,青海省海东工业园区平西经济区高铁南路1号M1栋,N,王铨,20220325091851201514n4,青妆20220001,青海省药品监督管理局,范芙琴,青海省海东市市场监督管理局,韩生元   马秀梅,2027-03-22,2022-03-23,马少民,201
67,912101137507797894,张立华,一般液态单元；膏霜乳液单元；蜡基单元,沈阳道义经济开发区正良一路六号,沈阳爱华化妆品有限公司,沈阳道义经济开发区正良一路六号,N,秦继东,20211209074724202zru0h,辽妆20170003,辽宁省药品监督管理局,李继艳,辽宁省药品监督管理局,辽宁省药品监督管理局稽查一处,2027-03-22,2022-03-23,潘勇,202
68,91510100732384126D,程龙,一般液态单元；膏霜乳液单元,成都高新区高朋大道14号,成都青山利康药业股份有限公司,成都市双流区西航港空港五路2888号,N,刘革新,2022032207235320615jio,川妆20160004,四川省药品监督管理局,吕敏,四川省药品监督管理局,职能处室相关人员,2026-05-17,2022-03-23,蒲素,206
69,91440101MA9Y379Y56,杨新鹏,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区白云湖街大朗煤岭西路19号一层、二层,广州初然化妆品有限公司,广州市白云区白云湖街大朗煤岭西路19号一层、二层,Y,杨新程,,粤妆20220024,广东省药品监督管理局,张仲,/,日常监管机构指定,2027-01-11,2022-03-22,苏盛锋,206
70,91441881MA56CEBU0W,张建山,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）；粉单元（散粉类）,英德市英红镇广清经济特别合作区广德（英德）产业园中南片区A04-08地块第1#生产车间第一至三层,广东省亿森医药科技有限公司,广东顺德清远（英德）经济合作区中南片区A04-08地块广东（英德）万洋众创城A04-08地块1#生产车间第一至三层,Y,张建山,,粤妆20210274,广东省药品监督管理局,张建山,英德市市场监督管理局,日常监管机构指定,2026-09-16,2022-03-22,苏盛锋,206
71,91440101MA5CURLD4L,杨方凯,粉单元（散粉类、块状粉类）；蜡基单元（蜡基类）,广州市从化区太平镇创益街58号五层,广州澳莉蔻化妆品有限公司,广州市从化区太平镇创益街58号五层,Y,杨方凯,,粤妆20200004,广东省药品监督管理局,吴頔,从化区局太平市场监管所,日常监管机构指定,2024-12-30,2022-03-22,苏盛锋,206
72,91440111MA59ABF71P,卢双辉,一般液态单元（护发清洁类、护肤水类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区白云湖街环滘龙口大街21号A栋6楼602房,广州奈秀尼斯化妆品有限公司,广州市白云区夏茅十六社华富工业区三栋6楼,Y,卢双辉,,粤妆20170557,广东省药品监督管理局,郑民进,白云区局白云湖食品药品监督管理所,日常监管机构指定,2022-10-24,2022-03-22,苏盛锋,206
73,91440101MA59HTL93F,张正胜,一般液态单元（护发清洁类、护肤水类、染烫发类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类、染烫发类）,广州市白云区均禾街罗岗村环岗一路自编8号,广州中媄化妆品有限公司,广州市白云区均禾街罗岗村环岗一路自编8号,Y,骆秋云,,粤妆20170404,广东省药品监督管理局,唐甲平,白云区局均禾食品药品监督管理所,日常监管机构指定,2027-05-25,2022-03-22,苏盛锋,206
74,914401117142161298,周文娟,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,广州市白云区太和镇龙归永兴村十一社大岭顶自编88号,广州市中马化妆品有限公司,广州市白云区太和镇龙归永兴村十一社大岭顶自编88号,Y,周文娟,,粤妆20170093,广东省药品监督管理局,王建明,白云区局太和食品药品监督管理所,日常监管机构指定,2026-10-26,2022-03-22,苏盛锋,206
75,914406053511951539,欧振南,一般液态单元（护发清洁类、护肤水类、啫喱类）；膏霜乳液单元（护肤清洁类、护发类）,佛山市南海区狮山镇罗村佛罗路中段1号第K座第301号,佛山市靓肤素化妆品有限公司,佛山市南海区狮山镇罗村佛罗路中段1号（华南创新产业园）K座三、四层,Y,欧振南,,粤妆20160989,广东省药品监督管理局,冼志桓,/,日常监管机构指定,2026-08-10,2022-03-22,苏盛锋,206
